i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
-0.4315,-0.293,0.138,0.3625,-0.2845,-0.078,0.898,0.1455,-0.3845,-0.312,-0.1975,-0.142,-0.344,0.057,-0.1445
-0.4535,-0.282,0.1715,0.368,-0.3125,-0.0555,0.929,0.143,-0.3755,-0.299,-0.1855,-0.1355,-0.352,0.0675,-0.168
-0.44,-0.256,0.1835,0.348,-0.3115,-0.0365,0.932,0.1345,-0.364,-0.28,-0.17,-0.127,-0.352,0.073,-0.1915
-0.4545,-0.251,0.2035,0.353,-0.329,-0.024,0.936,0.1125,-0.351,-0.26,-0.1555,-0.12,-0.351,0.073,-0.2115
-0.498,-0.2685,0.23,0.383,-0.3635,-0.0195,0.9675,0.1065,-0.3435,-0.2535,-0.1495,-0.12,-0.351,0.0835,-0.2265
-0.4905,-0.2695,0.221,0.38,-0.3555,-0.0245,0.9825,0.09,-0.3485,-0.254,-0.1505,-0.121,-0.348,0.0885,-0.231
-0.492,-0.2655,0.2265,0.379,-0.359,-0.02,1.013,0.0815,-0.3445,-0.247,-0.1475,-0.1195,-0.349,0.094,-0.244
-0.508,-0.2615,0.247,0.385,-0.3775,-0.0075,1.0365,0.072,-0.3395,-0.236,-0.139,-0.1145,-0.3505,0.1025,-0.2555
-0.5235,-0.2575,0.266,0.3905,-0.3945,0.004,1.0555,0.0605,-0.3355,-0.2255,-0.125,-0.106,-0.355,0.1115,-0.2665
-0.528,-0.2585,0.2695,0.3935,-0.3985,0.0055,1.067,0.046,-0.3405,-0.224,-0.119,-0.1065,-0.3595,0.1155,-0.277
-0.517,-0.2625,0.2545,0.3895,-0.3855,-0.004,1.0735,0.0225,-0.36,-0.237,-0.1275,-0.115,-0.364,0.108,-0.277
-0.5235,-0.2695,0.254,0.3965,-0.3885,-0.008,1.0865,0.018,-0.372,-0.247,-0.128,-0.114,-0.365,0.1065,-0.2715
-0.5215,-0.2805,0.241,0.401,-0.381,-0.02,1.0745,0.0095,-0.383,-0.255,-0.1295,-0.115,-0.359,0.098,-0.2595
-0.5225,-0.2875,0.235,0.4045,-0.3785,-0.0265,1.064,0.002,-0.39,-0.2605,-0.13,-0.113,-0.3565,0.091,-0.2495
-0.512,-0.2835,0.2285,0.3975,-0.37,-0.028,1.042,-0.009,-0.394,-0.2635,-0.129,-0.1085,-0.349,0.09,-0.238
-0.4945,-0.2835,0.211,0.389,-0.3525,-0.0365,1.012,-0.017,-0.399,-0.268,-0.132,-0.1085,-0.339,0.076,-0.221
-0.4835,-0.278,0.2055,0.3805,-0.344,-0.0365,0.982,-0.013,-0.3965,-0.2635,-0.1285,-0.1015,-0.3285,0.077,-0.2045
-0.4875,-0.276,0.2115,0.382,-0.3495,-0.0325,0.9505,-0.0105,-0.3905,-0.255,-0.1225,-0.091,-0.3165,0.0735,-0.19
-0.495,-0.271,0.224,0.383,-0.359,-0.0235,0.895,-0.0145,-0.3845,-0.2445,-0.1145,-0.08,-0.3045,0.061,-0.1715
-0.4325,-0.258,0.1745,0.3455,-0.3035,-0.042,0.795,-0.037,-0.3945,-0.252,-0.1215,-0.087,-0.287,0.0615,-0.152
-0.402,-0.2655,0.137,0.3335,-0.269,-0.0645,0.714,-0.053,-0.4035,-0.2585,-0.128,-0.0935,-0.2715,0.0505,-0.137
-0.416,-0.2555,0.1605,0.3355,-0.288,-0.0475,0.656,-0.052,-0.3885,-0.2405,-0.112,-0.079,-0.257,0.0515,-0.1215
-0.4045,-0.2375,0.167,0.321,-0.2855,-0.0355,0.591,-0.0645,-0.379,-0.2285,-0.1015,-0.0665,-0.244,0.056,-0.1065
-0.386,-0.212,0.174,0.299,-0.28,-0.0195,0.5275,-0.0755,-0.366,-0.2115,-0.083,-0.0505,-0.2305,0.0575,-0.098
-0.3625,-0.1935,0.169,0.278,-0.2655,-0.0125,0.46,-0.085,-0.3545,-0.1975,-0.0705,-0.0395,-0.214,0.069,-0.0895
-0.346,-0.1905,0.1555,0.2685,-0.2505,-0.018,0.3955,-0.1,-0.3495,-0.1905,-0.066,-0.036,-0.197,0.0655,-0.078
-0.3375,-0.1775,0.1605,0.2575,-0.2485,-0.0085,0.3405,-0.1075,-0.336,-0.175,-0.0505,-0.026,-0.1835,0.0695,-0.0715
-0.321,-0.1675,0.1535,0.244,-0.237,-0.007,0.294,-0.118,-0.326,-0.163,-0.044,-0.022,-0.172,0.08,-0.0695
-0.291,-0.1535,0.137,0.222,-0.2135,-0.0085,0.2505,-0.122,-0.311,-0.147,-0.0335,-0.015,-0.16,0.0805,-0.0685
-0.2635,-0.137,0.1265,0.2005,-0.195,-0.0055,0.2125,-0.124,-0.295,-0.1325,-0.018,-0.004,-0.1485,0.0765,-0.0675
-0.225,-0.098,0.127,0.1615,-0.176,0.014,0.1855,-0.123,-0.2745,-0.113,0.0015,0.014,-0.136,0.077,-0.066
-0.193,-0.066,0.1265,0.1295,-0.1595,0.03,0.152,-0.126,-0.253,-0.094,0.0185,0.03,-0.126,0.0835,-0.0625
-0.2045,-0.092,0.1125,0.148,-0.158,0.01,0.1005,-0.1495,-0.2545,-0.0995,0.0095,0.0225,-0.117,0.088,-0.059
-0.221,-0.113,0.108,0.167,-0.164,-0.003,0.055,-0.1665,-0.254,-0.1015,0.0025,0.02,-0.108,0.086,-0.055
-0.204,-0.0955,0.109,0.15,-0.156,0.0065,0.025,-0.1765,-0.248,-0.0945,0.0065,0.0275,-0.1,0.0875,-0.049
-0.204,-0.0985,0.1055,0.1515,-0.1545,0.003,-0.006,-0.1885,-0.243,-0.09,0.0075,0.0305,-0.092,0.095,-0.045
-0.187,-0.0885,0.0985,0.138,-0.1425,0.005,-0.0305,-0.193,-0.231,-0.0795,0.012,0.037,-0.086,0.0935,-0.0435
-0.167,-0.068,0.099,0.1175,-0.133,0.0155,-0.046,-0.1955,-0.2195,-0.0655,0.0185,0.044,-0.079,0.092,-0.0405
-0.1785,-0.0755,0.103,0.127,-0.1405,0.0135,-0.065,-0.205,-0.218,-0.062,0.0185,0.043,-0.0715,0.0955,-0.037
-0.1615,-0.0675,0.094,0.1145,-0.1275,0.013,-0.08,-0.206,-0.214,-0.0585,0.02,0.0445,-0.0625,0.097,-0.0355
-0.1665,-0.058,0.1085,0.1125,-0.1375,0.025,-0.08,-0.193,-0.1965,-0.039,0.0355,0.057,-0.0545,0.0975,-0.0355
-0.168,-0.045,0.1225,0.1065,-0.145,0.0385,-0.081,-0.1895,-0.1835,-0.022,0.0505,0.0655,-0.048,0.0995,-0.036
-0.1485,-0.0325,0.116,0.0905,-0.132,0.0415,-0.0905,-0.191,-0.18,-0.0205,0.0535,0.0665,-0.042,0.1015,-0.035
-0.1285,-0.0315,0.097,0.08,-0.1125,0.0325,-0.099,-0.1985,-0.1865,-0.034,0.045,0.0605,-0.039,0.108,-0.031
-0.124,-0.036,0.0885,0.08,-0.106,0.026,-0.108,-0.201,-0.1895,-0.042,0.0405,0.0575,-0.0355,0.103,-0.026
-0.1305,-0.031,0.0995,0.081,-0.1145,0.0335,-0.1105,-0.1955,-0.182,-0.0375,0.0485,0.0665,-0.031,0.098,-0.0235
-0.124,-0.022,0.102,0.073,-0.113,0.0395,-0.1085,-0.191,-0.1765,-0.0315,0.055,0.072,-0.029,0.095,-0.0235
-0.1325,-0.031,0.1015,0.082,-0.117,0.035,-0.11,-0.1835,-0.173,-0.028,0.056,0.0705,-0.027,0.084,-0.0205
-0.121,-0.035,0.086,0.078,-0.103,0.0255,-0.1175,-0.184,-0.1745,-0.027,0.055,0.0705,-0.0235,0.0835,-0.017
-0.116,-0.0405,0.075,0.078,-0.0955,0.017,-0.1185,-0.184,-0.1715,-0.023,0.0545,0.07,-0.023,0.0805,-0.0145
-0.1165,-0.0425,0.074,0.0795,-0.095,0.0155,-0.12,-0.1875,-0.17,-0.0185,0.057,0.068,-0.021,0.0785,-0.012
-0.1255,-0.05,0.0755,0.0875,-0.1,0.0125,-0.1265,-0.19,-0.1755,-0.018,0.06,0.068,-0.02,0.0775,-0.01
-0.127,-0.055,0.072,0.091,-0.0995,0.0085,-0.1275,-0.188,-0.1765,-0.0185,0.0635,0.07,-0.0185,0.0815,-0.0105
-0.105,-0.041,0.0635,0.073,-0.084,0.011,-0.128,-0.1895,-0.174,-0.017,0.0695,0.073,-0.017,0.078,-0.0135
-0.1045,-0.0345,0.07,0.0695,-0.087,0.0175,-0.126,-0.1875,-0.169,-0.006,0.08,0.0795,-0.0165,0.0785,-0.015
-0.108,-0.034,0.0735,0.071,-0.0905,0.0195,-0.125,-0.1855,-0.166,-0.0015,0.0855,0.0835,-0.013,0.0845,-0.0155
-0.1035,-0.0365,0.0675,0.07,-0.0855,0.0155,-0.128,-0.188,-0.1695,-0.006,0.0845,0.082,-0.0125,0.0825,-0.0175
-0.084,-0.0295,0.0545,0.057,-0.069,0.012,-0.1335,-0.1925,-0.169,-0.009,0.081,0.081,-0.009,0.08,-0.0185
-0.089,-0.027,0.062,0.058,-0.075,0.017,-0.135,-0.189,-0.165,-0.0125,0.078,0.0765,-0.0105,0.0795,-0.0165
-0.0985,-0.026,0.073,0.0625,-0.0855,0.023,-0.1305,-0.1825,-0.1615,-0.0155,0.08,0.076,-0.0125,0.087,-0.016
-0.0925,-0.026,0.0665,0.059,-0.079,0.02,-0.133,-0.182,-0.162,-0.0225,0.0735,0.077,-0.0095,0.0825,-0.011
-0.103,-0.033,0.0705,0.068,-0.0865,0.0185,-0.133,-0.1835,-0.162,-0.0275,0.068,0.0735,-0.0105,0.0755,-0.006
-0.1075,-0.0325,0.075,0.0695,-0.091,0.021,-0.133,-0.1845,-0.162,-0.027,0.0665,0.073,-0.011,0.075,-0.0045
-0.1045,-0.029,0.0755,0.067,-0.09,0.023,-0.1385,-0.189,-0.1685,-0.0285,0.0615,0.0695,-0.011,0.078,-0.0045
-0.1035,-0.03,0.0735,0.0665,-0.088,0.0215,-0.142,-0.191,-0.17,-0.0295,0.0585,0.0685,-0.009,0.08,-0.0025
-0.106,-0.0255,0.0805,0.0655,-0.093,0.027,-0.1395,-0.1855,-0.165,-0.021,0.061,0.0745,-0.005,0.092,-0.003
-0.1105,-0.026,0.0845,0.0685,-0.0975,0.029,-0.138,-0.185,-0.1655,-0.019,0.062,0.075,-0.0055,0.095,-0.004
-0.1135,-0.034,0.079,0.0735,-0.096,0.0225,-0.14,-0.188,-0.1705,-0.0265,0.0585,0.0725,-0.007,0.088,0.001
-0.1125,-0.0385,0.0745,0.0755,-0.093,0.0175,-0.138,-0.19,-0.174,-0.0285,0.0565,0.0705,-0.008,0.085,0.0
-0.1165,-0.0385,0.078,0.0775,-0.097,0.0195,-0.138,-0.183,-0.1695,-0.0225,0.062,0.074,-0.007,0.07,-0.001
-0.116,-0.0355,0.0805,0.0755,-0.098,0.0225,-0.1425,-0.1875,-0.1705,-0.018,0.0655,0.076,-0.0045,0.0785,-0.0005
-0.105,-0.0385,0.0665,0.072,-0.0855,0.0135,-0.1485,-0.201,-0.1805,-0.022,0.0625,0.069,-0.0045,0.0795,-0.0025
-0.1015,-0.0355,0.066,0.0685,-0.0835,0.015,-0.1475,-0.1945,-0.174,-0.015,0.0705,0.0745,-0.002,0.0725,-0.0035
-0.105,-0.0325,0.0725,0.0685,-0.0885,0.02,-0.145,-0.19,-0.168,-0.0075,0.075,0.079,0.001,0.089,-0.005
-0.111,-0.0335,0.0775,0.072,-0.094,0.0215,-0.143,-0.1875,-0.168,-0.011,0.073,0.0775,-0.001,0.0875,-0.0045
-0.1035,-0.036,0.068,0.0695,-0.0855,0.016,-0.149,-0.1945,-0.1735,-0.0195,0.068,0.0715,-0.0015,0.07,-0.003
-0.108,-0.0425,0.065,0.0755,-0.0865,0.011,-0.1495,-0.195,-0.175,-0.025,0.067,0.071,-0.0025,0.0695,-0.0015
-0.127,-0.0395,0.0875,0.083,-0.107,0.024,-0.138,-0.182,-0.1665,-0.022,0.0765,0.081,-0.0035,0.0805,-0.0025
-0.136,-0.038,0.0985,0.087,-0.117,0.03,-0.1405,-0.184,-0.1685,-0.022,0.077,0.0805,-0.004,0.0805,-0.0025
-0.113,-0.037,0.076,0.075,-0.0945,0.0195,-0.1505,-0.194,-0.1765,-0.0285,0.068,0.071,-0.004,0.0775,-0.004
-0.0975,-0.04,0.058,0.069,-0.0775,0.0085,-0.156,-0.198,-0.179,-0.0325,0.061,0.064,-0.0045,0.081,-0.006
-0.1115,-0.0425,0.069,0.077,-0.09,0.013,-0.1565,-0.1935,-0.173,-0.0285,0.06,0.063,-0.0055,0.089,-0.0025
-0.124,-0.0405,0.0835,0.082,-0.1035,0.0215,-0.1535,-0.192,-0.1705,-0.0285,0.058,0.0645,-0.007,0.0895,0.001
-0.1225,-0.0315,0.091,0.077,-0.1065,0.0295,-0.1485,-0.1875,-0.1675,-0.0275,0.0595,0.069,-0.008,0.087,0.001
-0.1265,-0.032,0.0945,0.079,-0.11,0.031,-0.145,-0.185,-0.163,-0.027,0.0605,0.071,-0.0095,0.0875,0.0035
-0.125,-0.0275,0.0975,0.076,-0.111,0.035,-0.139,-0.1795,-0.1575,-0.0245,0.0615,0.0745,-0.0085,0.0795,0.003
-0.079,-0.0085,0.0705,0.044,-0.0745,0.031,-0.143,-0.179,-0.1595,-0.0265,0.0565,0.071,-0.004,0.0825,0.0045
-0.1015,-0.043,0.0585,0.0725,-0.0795,0.007,-0.1555,-0.1925,-0.172,-0.041,0.0385,0.054,-0.0055,0.086,0.0085
-0.119,-0.0565,0.0625,0.088,-0.0905,0.0025,-0.149,-0.187,-0.1685,-0.0365,0.036,0.054,-0.0065,0.0815,0.0085
-0.103,-0.0395,0.0635,0.0715,-0.083,0.0115,-0.141,-0.175,-0.156,-0.0215,0.041,0.0625,-0.007,0.0775,0.009
-0.105,-0.0435,0.0615,0.0745,-0.0835,0.009,-0.145,-0.1775,-0.155,-0.02,0.0365,0.0615,-0.007,0.0735,0.01
-0.095,-0.0365,0.0585,0.066,-0.0765,0.011,-0.141,-0.176,-0.1525,-0.0165,0.0415,0.0655,-0.005,0.0655,0.0125
-0.107,-0.0435,0.0635,0.075,-0.085,0.01,-0.136,-0.172,-0.1505,-0.0145,0.044,0.069,-0.007,0.0605,0.0125
-0.077,-0.0425,0.0345,0.0595,-0.0555,-0.004,-0.1435,-0.1795,-0.159,-0.022,0.038,0.0635,-0.005,0.066,0.0105
-0.059,-0.0375,0.022,0.0485,-0.0405,-0.008,-0.1435,-0.18,-0.1605,-0.0195,0.039,0.062,-0.005,0.068,0.0095
-0.0995,-0.064,0.0355,0.0815,-0.0675,-0.0145,-0.1475,-0.183,-0.1635,-0.0215,0.037,0.059,-0.0065,0.0595,0.0085
-0.113,-0.075,0.038,0.094,-0.0755,-0.0185,-0.1515,-0.1855,-0.1635,-0.022,0.0385,0.0595,-0.004,0.055,0.009
-0.096,-0.0575,0.038,0.077,-0.0665,-0.01,-0.141,-0.1765,-0.1555,-0.0145,0.044,0.0675,-0.0015,0.0575,0.0085
-0.0925,-0.0465,0.046,0.0695,-0.069,-0.0005,-0.14,-0.1745,-0.155,-0.015,0.0445,0.068,-0.001,0.059,0.0105
-0.0955,-0.0405,0.055,0.068,-0.075,0.007,-0.1375,-0.1745,-0.154,-0.016,0.047,0.07,0.0,0.0625,0.011
-0.104,-0.0525,0.0515,0.078,-0.0775,-0.0005,-0.14,-0.176,-0.159,-0.0195,0.043,0.067,0.0,0.0615,0.0105
-0.119,-0.073,0.046,0.096,-0.0825,-0.0135,-0.1515,-0.183,-0.1695,-0.0275,0.037,0.0585,0.0005,0.067,0.009
-0.083,-0.032,0.051,0.0575,-0.0665,0.009,-0.143,-0.1725,-0.157,-0.013,0.054,0.0725,0.0015,0.0735,0.0065
-0.0665,-0.005,0.0615,0.036,-0.064,0.028,-0.1355,-0.1615,-0.148,-0.0025,0.066,0.0825,0.001,0.0775,0.008
-0.118,-0.053,0.0655,0.0855,-0.0915,0.006,-0.152,-0.1805,-0.1655,-0.02,0.051,0.065,0.0,0.0725,0.009
-0.1375,-0.0695,0.0685,0.1035,-0.1025,-0.001,-0.153,-0.188,-0.171,-0.027,0.0455,0.056,-0.003,0.067,0.0065
-0.125,-0.056,0.069,0.0905,-0.0965,0.006,-0.1455,-0.1805,-0.1665,-0.025,0.049,0.0575,-0.0055,0.078,0.0045
-0.1215,-0.057,0.0645,0.089,-0.0925,0.0035,-0.149,-0.181,-0.168,-0.026,0.0525,0.0555,-0.0055,0.084,0.005
-0.1155,-0.058,0.0575,0.0865,-0.086,-0.0005,-0.151,-0.181,-0.171,-0.028,0.053,0.056,-0.006,0.079,0.0045
-0.109,-0.0535,0.056,0.081,-0.082,0.001,-0.1495,-0.1815,-0.1695,-0.0275,0.0525,0.057,-0.0075,0.0735,0.005
-0.1045,-0.0505,0.054,0.0775,-0.079,0.0015,-0.1475,-0.1795,-0.1685,-0.0255,0.053,0.0585,-0.0065,0.0755,0.006
-0.0955,-0.0485,0.047,0.072,-0.071,-0.001,-0.154,-0.1795,-0.166,-0.026,0.051,0.0575,-0.005,0.0615,0.008
-0.095,-0.052,0.043,0.0735,-0.0685,-0.005,-0.1535,-0.174,-0.159,-0.0215,0.0505,0.0565,-0.0055,0.0475,0.01
-0.0985,-0.0575,0.0405,0.078,-0.0695,-0.0085,-0.1485,-0.169,-0.1565,-0.025,0.0445,0.0575,-0.0075,0.0485,0.0085
-0.0935,-0.0545,0.039,0.074,-0.066,-0.008,-0.1485,-0.1685,-0.1555,-0.034,0.036,0.0535,-0.0115,0.0475,0.009
-0.0945,-0.055,0.039,0.075,-0.0665,-0.0085,-0.1495,-0.1665,-0.1545,-0.0375,0.0335,0.051,-0.0125,0.044,0.012
-0.095,-0.061,0.0335,0.078,-0.064,-0.014,-0.1525,-0.167,-0.156,-0.041,0.03,0.0485,-0.013,0.047,0.0115
-0.0875,-0.0635,0.024,0.0755,-0.0555,-0.02,-0.1565,-0.169,-0.1565,-0.04,0.0265,0.046,-0.011,0.0545,0.0135
-0.095,-0.0605,0.0345,0.078,-0.0645,-0.013,-0.1505,-0.165,-0.153,-0.0345,0.027,0.0485,-0.01,0.044,0.0155
-0.095,-0.057,0.038,0.076,-0.0665,-0.0095,-0.1475,-0.1615,-0.148,-0.0315,0.0255,0.049,-0.01,0.0415,0.016
-0.0975,-0.062,0.035,0.0795,-0.066,-0.014,-0.15,-0.159,-0.149,-0.0315,0.0235,0.0475,-0.01,0.0445,0.0175
-0.114,-0.0665,0.047,0.09,-0.0805,-0.01,-0.1455,-0.156,-0.1455,-0.0265,0.028,0.048,-0.01,0.0455,0.0165
-0.108,-0.068,0.04,0.088,-0.074,-0.0145,-0.149,-0.161,-0.1475,-0.029,0.0275,0.045,-0.008,0.047,0.0205
-0.0995,-0.0725,0.0275,0.086,-0.063,-0.023,-0.151,-0.161,-0.1515,-0.038,0.0215,0.0405,-0.008,0.0445,0.0245
-0.1055,-0.0715,0.034,0.0885,-0.0695,-0.019,-0.145,-0.153,-0.146,-0.0395,0.02,0.0415,-0.0105,0.05,0.026
-0.1085,-0.0685,0.04,0.0885,-0.074,-0.0145,-0.142,-0.1465,-0.139,-0.0365,0.0215,0.044,-0.011,0.044,0.026
-0.112,-0.0675,0.0445,0.0895,-0.078,-0.012,-0.1405,-0.144,-0.1325,-0.032,0.0225,0.047,-0.009,0.0365,0.024
-0.1045,-0.0705,0.034,0.0875,-0.069,-0.0185,-0.1425,-0.1445,-0.134,-0.0375,0.015,0.041,-0.011,0.0385,0.0265
-0.089,-0.0755,0.0135,0.082,-0.051,-0.031,-0.145,-0.145,-0.135,-0.04,0.0065,0.035,-0.013,0.0325,0.0265
-0.095,-0.078,0.017,0.0865,-0.056,-0.0305,-0.144,-0.139,-0.129,-0.034,0.005,0.0355,-0.014,0.0205,0.0275
-0.0835,-0.0805,0.003,0.082,-0.043,-0.039,-0.146,-0.137,-0.13,-0.037,-0.0005,0.0305,-0.014,0.02,0.0295
-0.0515,-0.081,-0.0295,0.0665,-0.011,-0.0555,-0.1555,-0.143,-0.1345,-0.0395,-0.0075,0.0245,-0.0125,0.023,0.0285
-0.069,-0.0855,-0.0165,0.077,-0.026,-0.051,-0.151,-0.136,-0.125,-0.031,-0.001,0.032,-0.013,0.0195,0.0275
-0.0885,-0.0975,-0.009,0.093,-0.0395,-0.0535,-0.1415,-0.1305,-0.1215,-0.028,0.0035,0.035,-0.0135,0.0145,0.0285
-0.076,-0.101,-0.025,0.0885,-0.025,-0.063,-0.1445,-0.13,-0.1225,-0.027,0.0,0.029,-0.0135,0.0065,0.0275
-0.0915,-0.1,-0.0085,0.0955,-0.041,-0.0545,-0.141,-0.122,-0.1155,-0.017,0.0095,0.035,-0.013,0.0005,0.026
-0.0905,-0.1015,-0.011,0.096,-0.0395,-0.0565,-0.1405,-0.121,-0.116,-0.0155,0.0145,0.0345,-0.011,0.0025,0.028
-0.065,-0.098,-0.0335,0.0815,-0.0155,-0.066,-0.145,-0.1255,-0.119,-0.0205,0.01,0.027,-0.009,0.0055,0.0295
-0.0675,-0.096,-0.0285,0.082,-0.0195,-0.0625,-0.1435,-0.122,-0.117,-0.0185,0.012,0.026,-0.009,0.0085,0.029
-0.084,-0.093,-0.009,0.0885,-0.037,-0.0515,-0.137,-0.1135,-0.107,-0.013,0.0215,0.0325,-0.009,0.0125,0.0275
-0.0895,-0.1,-0.011,0.095,-0.039,-0.056,-0.138,-0.116,-0.111,-0.025,0.0165,0.0285,-0.0115,0.0095,0.028
-0.0835,-0.1035,-0.02,0.0935,-0.0315,-0.062,-0.1385,-0.114,-0.114,-0.0345,0.009,0.0195,-0.0145,0.001,0.029
-0.087,-0.1015,-0.0145,0.094,-0.036,-0.058,-0.1375,-0.1065,-0.1085,-0.034,0.01,0.019,-0.014,-0.0015,0.0305
-0.0895,-0.0995,-0.01,0.0945,-0.0395,-0.055,-0.1405,-0.104,-0.105,-0.033,0.01,0.017,-0.0135,-0.004,0.031
-0.095,-0.098,-0.003,0.0965,-0.0455,-0.0505,-0.14,-0.0995,-0.0955,-0.025,0.011,0.018,-0.012,0.0125,0.031
-0.092,-0.1055,-0.0135,0.0985,-0.039,-0.06,-0.138,-0.0995,-0.0945,-0.0255,0.006,0.0155,-0.0105,0.015,0.0325
-0.0835,-0.108,-0.025,0.0955,-0.029,-0.0665,-0.144,-0.0935,-0.0925,-0.028,-0.0005,0.0125,-0.009,-0.0065,0.035
-0.0865,-0.1145,-0.028,0.1005,-0.029,-0.0715,-0.1425,-0.0905,-0.0915,-0.0345,-0.0085,0.008,-0.0115,-0.005,0.043
-0.079,-0.1195,-0.0405,0.0995,-0.019,-0.0805,-0.1375,-0.0895,-0.0885,-0.0395,-0.017,0.005,-0.014,-0.009,0.045
-0.062,-0.12,-0.058,0.091,-0.0015,-0.089,-0.144,-0.084,-0.083,-0.039,-0.0255,0.0015,-0.0125,-0.0195,0.045
-0.058,-0.1295,-0.0715,0.094,0.007,-0.101,-0.1415,-0.082,-0.0795,-0.035,-0.0325,-0.0035,-0.0115,-0.031,0.0495
-0.059,-0.136,-0.0765,0.0975,0.009,-0.1065,-0.138,-0.076,-0.0735,-0.028,-0.034,-0.0045,-0.012,-0.0325,0.049
-0.064,-0.145,-0.0815,0.1045,0.009,-0.1135,-0.1395,-0.0715,-0.0715,-0.023,-0.036,-0.008,-0.013,-0.0295,0.0475
-0.0725,-0.156,-0.084,0.1145,0.006,-0.12,-0.1365,-0.07,-0.0645,-0.016,-0.0335,-0.0105,-0.015,-0.0345,0.0475
-0.0565,-0.144,-0.0875,0.1005,0.0155,-0.116,-0.129,-0.0605,-0.0565,-0.015,-0.031,-0.01,-0.017,-0.0335,0.0465
-0.0475,-0.143,-0.096,0.095,0.0245,-0.1195,-0.1295,-0.0565,-0.0545,-0.018,-0.0315,-0.0135,-0.018,-0.0515,0.048
-0.0365,-0.1425,-0.106,0.0895,0.035,-0.1245,-0.1275,-0.046,-0.0455,-0.0145,-0.0285,-0.013,-0.017,-0.061,0.0505
-0.0365,-0.1415,-0.105,0.089,0.034,-0.1235,-0.123,-0.0385,-0.039,-0.0135,-0.028,-0.014,-0.0135,-0.053,0.0505
-0.0415,-0.1455,-0.104,0.0935,0.0315,-0.125,-0.128,-0.0385,-0.033,-0.01,-0.0285,-0.016,-0.011,-0.0515,0.0495
-0.029,-0.1425,-0.1135,0.0855,0.0425,-0.128,-0.1305,-0.0345,-0.0275,-0.007,-0.0285,-0.014,-0.008,-0.054,0.0505
-0.0375,-0.1525,-0.1145,0.095,0.0385,-0.1335,-0.131,-0.031,-0.027,-0.011,-0.03,-0.015,-0.007,-0.0565,0.051
-0.036,-0.1495,-0.1135,0.0925,0.039,-0.132,-0.124,-0.019,-0.0195,-0.0075,-0.0265,-0.0135,-0.0075,-0.061,0.054
-0.038,-0.153,-0.1145,0.0955,0.0385,-0.134,-0.1245,-0.016,-0.0165,-0.011,-0.0305,-0.015,-0.007,-0.072,0.0585
-0.0395,-0.156,-0.1165,0.098,0.039,-0.1365,-0.129,-0.011,-0.0135,-0.015,-0.0375,-0.02,-0.009,-0.071,0.0595
-0.033,-0.155,-0.1225,0.094,0.045,-0.139,-0.1245,-0.0065,-0.0085,-0.015,-0.041,-0.023,-0.011,-0.0715,0.06
-0.0155,-0.1415,-0.126,0.0785,0.0555,-0.134,-0.118,0.0015,0.003,-0.005,-0.0385,-0.0185,-0.0095,-0.0735,0.0575
-0.0205,-0.152,-0.132,0.0865,0.056,-0.1425,-0.1185,0.0085,0.011,-0.0005,-0.0455,-0.0235,-0.0085,-0.071,0.058
-0.045,-0.1865,-0.1415,0.116,0.0485,-0.1645,-0.126,0.005,0.012,-0.0045,-0.061,-0.0365,-0.0075,-0.0785,0.063
-0.0285,-0.185,-0.1565,0.1065,0.0645,-0.171,-0.1255,0.015,0.0265,0.0015,-0.064,-0.0345,-0.005,-0.09,0.067
-0.0205,-0.1875,-0.167,0.104,0.0735,-0.1775,-0.121,0.026,0.034,-0.002,-0.071,-0.0375,-0.006,-0.095,0.0715
-0.0135,-0.185,-0.1715,0.0995,0.079,-0.1785,-0.114,0.0355,0.0405,-0.0025,-0.0725,-0.04,-0.009,-0.094,0.0735
-0.008,-0.193,-0.185,0.1005,0.0885,-0.189,-0.115,0.0345,0.045,-0.004,-0.078,-0.0465,-0.009,-0.1065,0.0755
-0.0095,-0.205,-0.1955,0.1075,0.093,-0.2005,-0.1165,0.0395,0.051,-0.002,-0.0815,-0.0495,-0.007,-0.12,0.077
0.003,-0.202,-0.205,0.0995,0.104,-0.2035,-0.1135,0.0505,0.063,0.008,-0.075,-0.0465,-0.0065,-0.128,0.078
0.0115,-0.203,-0.2145,0.0955,0.1135,-0.209,-0.115,0.0555,0.0665,0.0105,-0.0755,-0.05,-0.0055,-0.126,0.0765
0.0135,-0.2025,-0.2155,0.0945,0.1145,-0.2095,-0.1085,0.064,0.0725,0.0165,-0.075,-0.0495,-0.008,-0.13,0.0765
0.018,-0.2055,-0.2235,0.094,0.121,-0.215,-0.1095,0.0625,0.0765,0.0205,-0.0755,-0.0515,-0.009,-0.137,0.0785
0.025,-0.2075,-0.2325,0.0915,0.129,-0.22,-0.1095,0.071,0.0805,0.0255,-0.0735,-0.0545,-0.0065,-0.132,0.0755
0.029,-0.201,-0.23,0.086,0.13,-0.216,-0.1045,0.077,0.087,0.033,-0.0725,-0.054,-0.0055,-0.1375,0.076
0.0215,-0.203,-0.2245,0.091,0.123,-0.214,-0.108,0.079,0.0925,0.0385,-0.0705,-0.0535,-0.002,-0.137,0.078
0.0005,-0.219,-0.2195,0.1095,0.11,-0.2195,-0.1095,0.0835,0.092,0.0335,-0.0715,-0.0555,-0.003,-0.1335,0.077
