Time (s),i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
3.317,0.0725,-0.0005,-0.073,-0.036,0.073,-0.037,0.1245,0.389,0.327,0.161,0.0785,-0.1485,0.0535,0.027,-0.1265
3.318,0.0865,0.012,-0.0745,-0.0495,0.081,-0.0315,0.129,0.3955,0.332,0.163,0.079,-0.1505,0.0525,0.0405,-0.119
3.319,0.0655,0.004,-0.0615,-0.035,0.0635,-0.0285,0.134,0.403,0.338,0.166,0.0815,-0.1485,0.0505,0.0365,-0.1255
3.32,0.0435,0.007,-0.0365,-0.0255,0.0405,-0.015,0.142,0.4135,0.349,0.1735,0.0855,-0.144,0.048,0.026,-0.136
3.321,0.023,0.005,-0.018,-0.0145,0.021,-0.0065,0.1515,0.4265,0.359,0.1815,0.09,-0.1415,0.0475,0.0215,-0.1285
3.322,0.041,0.0125,-0.029,-0.027,0.035,-0.008,0.1525,0.4305,0.359,0.182,0.0875,-0.1445,0.0485,0.0285,-0.121
3.323,0.0755,0.022,-0.0535,-0.049,0.0645,-0.0155,0.15,0.4295,0.3585,0.1775,0.0825,-0.1505,0.0475,0.029,-0.128
3.324,0.1075,0.0205,-0.0865,-0.064,0.097,-0.033,0.1425,0.424,0.3515,0.167,0.0715,-0.1615,0.046,0.0275,-0.1305
3.325,0.1075,0.0235,-0.0835,-0.0655,0.0955,-0.03,0.1435,0.4255,0.351,0.164,0.0685,-0.165,0.0435,0.0245,-0.129
3.326,0.08,0.0085,-0.0715,-0.0445,0.076,-0.0315,0.1515,0.436,0.3595,0.171,0.074,-0.1605,0.044,0.0135,-0.133
3.327,0.0605,-0.0215,-0.082,-0.0195,0.0715,-0.052,0.1565,0.4425,0.364,0.173,0.0755,-0.1595,0.0425,0.008,-0.122
3.328,0.049,-0.0205,-0.0695,-0.0145,0.0595,-0.045,0.1595,0.449,0.3695,0.1755,0.077,-0.1585,0.041,0.017,-0.1195
3.329,0.0465,-0.001,-0.0475,-0.023,0.047,-0.0245,0.157,0.449,0.369,0.1725,0.0715,-0.165,0.042,0.028,-0.1275
3.33,0.056,0.011,-0.045,-0.0335,0.0505,-0.017,0.1555,0.4465,0.3665,0.1715,0.0665,-0.1705,0.044,0.0245,-0.1345
3.331,0.067,0.0195,-0.0475,-0.0435,0.0575,-0.014,0.159,0.4515,0.373,0.1745,0.068,-0.17,0.044,0.0275,-0.139
3.332,0.0655,0.0055,-0.0595,-0.0355,0.063,-0.027,0.173,0.4645,0.3865,0.182,0.0735,-0.165,0.041,0.0175,-0.134
3.333,0.0675,0.0015,-0.066,-0.0345,0.067,-0.0325,0.184,0.477,0.3965,0.192,0.079,-0.1595,0.0385,0.0035,-0.133
3.334,0.0525,0.01,-0.043,-0.0315,0.048,-0.0165,0.1835,0.4755,0.395,0.188,0.0745,-0.1645,0.0355,0.007,-0.1345
3.335,0.0065,-0.005,-0.0115,-0.001,0.0095,-0.0085,0.1845,0.4765,0.3965,0.1865,0.0735,-0.1655,0.035,0.0195,-0.134
3.336,-0.025,-0.011,0.014,0.018,-0.0195,0.0015,0.1915,0.484,0.4035,0.191,0.078,-0.162,0.0345,0.0285,-0.139
3.337,-0.001,-0.0065,-0.005,0.0035,0.002,-0.0055,0.1955,0.486,0.4075,0.193,0.0795,-0.162,0.0345,0.0185,-0.139
3.338,0.0515,0.0005,-0.051,-0.026,0.0515,-0.025,0.191,0.479,0.399,0.1855,0.0685,-0.172,0.0335,0.0135,-0.1395
3.339,0.078,0.011,-0.0675,-0.0445,0.073,-0.0285,0.179,0.4655,0.386,0.171,0.054,-0.1875,0.0315,0.027,-0.1465
3.34,0.0815,0.0055,-0.0765,-0.044,0.079,-0.0355,0.1685,0.4565,0.377,0.1625,0.0465,-0.197,0.0315,0.034,-0.1465
3.341,0.09,0.003,-0.087,-0.0465,0.0885,-0.042,0.164,0.4495,0.37,0.1555,0.039,-0.2025,0.03,0.024,-0.1495
3.342,0.086,0.0065,-0.0795,-0.0465,0.083,-0.0365,0.166,0.451,0.3725,0.1585,0.042,-0.199,0.031,0.0255,-0.1485
3.343,0.065,-0.007,-0.0715,-0.029,0.0685,-0.039,0.176,0.457,0.3785,0.168,0.0505,-0.192,0.03,0.024,-0.149
3.344,0.0385,-0.0195,-0.0585,-0.01,0.049,-0.039,0.1885,0.4655,0.387,0.176,0.0625,-0.182,0.028,0.0115,-0.1495
3.345,0.033,-0.0095,-0.042,-0.012,0.038,-0.0255,0.191,0.465,0.3855,0.178,0.064,-0.1785,0.028,0.0155,-0.152
3.346,0.036,0.002,-0.034,-0.019,0.035,-0.016,0.19,0.4555,0.3765,0.1735,0.06,-0.1805,0.0275,0.0195,-0.1585
3.347,0.0305,0.0005,-0.03,-0.0155,0.0305,-0.0145,0.1935,0.4535,0.3735,0.174,0.065,-0.1755,0.026,0.0135,-0.164
3.348,0.033,-0.0005,-0.0335,-0.0165,0.0335,-0.017,0.1935,0.45,0.3705,0.176,0.067,-0.174,0.028,0.0175,-0.1605
3.349,0.0415,0.0005,-0.041,-0.021,0.0415,-0.02,0.196,0.4515,0.372,0.1785,0.071,-0.171,0.0295,0.015,-0.155
3.35,0.0465,0.006,-0.0405,-0.0265,0.044,-0.017,0.1965,0.4485,0.37,0.18,0.074,-0.1685,0.031,0.011,-0.164
3.351,0.0355,0.01,-0.0255,-0.023,0.031,-0.008,0.1885,0.4335,0.358,0.1735,0.0695,-0.1735,0.0325,0.0175,-0.1695
3.352,0.0315,-0.0055,-0.037,-0.013,0.0345,-0.021,0.192,0.43,0.354,0.1725,0.0725,-0.17,0.0305,0.006,-0.172
3.353,0.033,-0.0155,-0.0485,-0.009,0.0415,-0.032,0.1925,0.425,0.3505,0.1725,0.0735,-0.1685,0.0305,0.0025,-0.1635
3.354,0.027,-0.0075,-0.0345,-0.01,0.031,-0.021,0.188,0.418,0.3445,0.1685,0.072,-0.1675,0.0295,0.01,-0.162
3.355,0.023,-0.007,-0.03,-0.008,0.0265,-0.0185,0.1865,0.411,0.341,0.168,0.0755,-0.1635,0.028,0.0125,-0.1695
3.356,0.027,-0.0125,-0.039,-0.0075,0.0335,-0.026,0.1745,0.3975,0.3305,0.1595,0.069,-0.1695,0.026,0.022,-0.164
3.357,0.0235,-0.013,-0.036,-0.0055,0.03,-0.0245,0.173,0.3895,0.327,0.157,0.0685,-0.17,0.025,0.0285,-0.1575
3.358,0.015,-0.009,-0.024,-0.0035,0.0195,-0.016,0.177,0.3855,0.326,0.1585,0.07,-0.1665,0.022,0.0315,-0.1495
3.359,0.013,0.0025,-0.0105,-0.008,0.012,-0.0045,0.181,0.383,0.3245,0.1585,0.0735,-0.1625,0.0185,0.0415,-0.1485
3.36,0.0135,0.0105,-0.003,-0.0125,0.0085,0.0035,0.181,0.375,0.321,0.1575,0.077,-0.16,0.019,0.038,-0.1425
3.361,0.019,0.009,-0.0105,-0.0145,0.015,-0.0005,0.1735,0.3635,0.31,0.1485,0.069,-0.164,0.0185,0.0315,-0.13
3.362,0.017,0.0175,0.0005,-0.0175,0.0085,0.009,0.172,0.3545,0.3015,0.1435,0.0675,-0.164,0.018,0.047,-0.1215
3.363,0.025,0.026,0.001,-0.026,0.0125,0.013,0.1645,0.343,0.288,0.137,0.0645,-0.165,0.0175,0.058,-0.114
3.364,0.0305,0.0275,-0.0025,-0.029,0.0165,0.012,0.155,0.3275,0.273,0.129,0.061,-0.167,0.02,0.069,-0.111
3.365,0.0135,0.0275,0.014,-0.021,0.0,0.0205,0.1505,0.315,0.2635,0.126,0.061,-0.1665,0.0195,0.08,-0.1105
3.366,-0.025,0.033,0.0585,-0.0045,-0.0415,0.0455,0.158,0.3175,0.2645,0.131,0.0685,-0.1555,0.0185,0.0775,-0.108
3.367,-0.0525,0.015,0.0675,0.0185,-0.06,0.041,0.1565,0.3095,0.2555,0.1305,0.0715,-0.1515,0.019,0.071,-0.1005
3.368,-0.015,-0.018,-0.003,0.0165,-0.006,-0.0105,0.1405,0.2855,0.2315,0.1135,0.058,-0.164,0.019,0.064,-0.1
3.369,0.017,-0.0115,-0.028,-0.003,0.023,-0.02,0.139,0.278,0.224,0.113,0.061,-0.1585,0.0215,0.0555,-0.104
3.37,-0.002,0.0,0.002,0.001,-0.002,0.001,0.1415,0.276,0.2235,0.1205,0.0715,-0.1465,0.022,0.0555,-0.106
3.371,-0.011,0.0145,0.0255,-0.002,-0.018,0.0195,0.1365,0.2645,0.2165,0.1165,0.0705,-0.1455,0.023,0.0615,-0.106
3.372,-0.0245,0.027,0.052,-0.0015,-0.038,0.039,0.139,0.2615,0.2155,0.12,0.0765,-0.138,0.022,0.0575,-0.1065
3.373,-0.0385,0.034,0.0725,0.002,-0.0555,0.053,0.147,0.26,0.2135,0.122,0.082,-0.1285,0.0215,0.061,-0.1025
3.374,-0.03,0.0455,0.0755,-0.008,-0.0525,0.06,0.142,0.2485,0.2025,0.116,0.083,-0.1285,0.0215,0.069,-0.1005
3.375,-0.012,0.0425,0.0545,-0.0155,-0.033,0.048,0.127,0.228,0.183,0.1025,0.0745,-0.1355,0.018,0.0645,-0.1195
3.376,0.02,0.034,0.014,-0.0275,0.003,0.024,0.1155,0.2075,0.1645,0.0875,0.063,-0.145,0.0195,0.0525,-0.136
3.377,0.022,0.025,0.0025,-0.0235,0.01,0.0135,0.114,0.2005,0.1585,0.0855,0.0645,-0.1435,0.02,0.0485,-0.131
3.378,0.007,0.029,0.022,-0.0185,-0.0075,0.025,0.107,0.1885,0.1475,0.076,0.058,-0.1475,0.0175,0.0555,-0.123
3.379,0.003,0.039,0.036,-0.021,-0.0165,0.0375,0.0935,0.17,0.1325,0.064,0.0495,-0.1555,0.0185,0.066,-0.1125
3.38,0.001,0.0385,0.0375,-0.02,-0.018,0.0375,0.0875,0.1635,0.1265,0.062,0.051,-0.1515,0.021,0.0725,-0.1035
3.381,-0.008,0.035,0.0435,-0.0135,-0.0255,0.039,0.0875,0.1575,0.12,0.063,0.055,-0.147,0.02,0.075,-0.101
3.382,-0.0165,0.0335,0.05,-0.0085,-0.033,0.0415,0.0875,0.15,0.114,0.0635,0.0605,-0.1415,0.0195,0.0785,-0.0905
3.383,-0.0155,0.038,0.054,-0.0115,-0.0345,0.0455,0.083,0.1425,0.108,0.0605,0.063,-0.1385,0.02,0.077,-0.084
3.384,-0.0215,0.0435,0.0645,-0.011,-0.043,0.0535,0.08,0.133,0.1005,0.0575,0.0645,-0.137,0.0205,0.091,-0.078
3.385,-0.0175,0.0475,0.065,-0.015,-0.041,0.0555,0.078,0.1265,0.0955,0.0575,0.0675,-0.1335,0.026,0.092,-0.07
3.386,-0.0225,0.045,0.067,-0.0115,-0.0445,0.0555,0.0725,0.12,0.09,0.058,0.0685,-0.1315,0.028,0.0825,-0.062
3.387,-0.0375,0.0395,0.077,-0.001,-0.057,0.0575,0.0765,0.117,0.087,0.0605,0.0745,-0.1245,0.0255,0.0865,-0.0525
3.388,-0.0275,0.042,0.0695,-0.0075,-0.0485,0.0555,0.0805,0.115,0.083,0.0625,0.0795,-0.1185,0.028,0.0905,-0.0455
3.389,-0.019,0.044,0.063,-0.013,-0.0405,0.053,0.074,0.108,0.0735,0.06,0.0805,-0.118,0.03,0.096,-0.0435
3.39,-0.0165,0.0525,0.069,-0.0185,-0.0425,0.06,0.068,0.0985,0.0655,0.055,0.0805,-0.117,0.0315,0.0925,-0.048
3.391,0.0,0.0625,0.0625,-0.0315,-0.031,0.062,0.063,0.0885,0.059,0.0505,0.077,-0.1155,0.035,0.0945,-0.054
3.392,0.01,0.0595,0.05,-0.035,-0.02,0.0545,0.061,0.0805,0.054,0.049,0.0775,-0.115,0.035,0.0985,-0.0705
3.393,-0.0035,0.0575,0.0615,-0.027,-0.0325,0.059,0.056,0.072,0.048,0.0455,0.0775,-0.1155,0.037,0.0895,-0.086
3.394,-0.035,0.0515,0.0865,-0.0085,-0.0605,0.0685,0.0525,0.068,0.045,0.0425,0.078,-0.1155,0.036,0.077,-0.0905
3.395,-0.0495,0.0415,0.091,0.004,-0.07,0.0655,0.0525,0.0635,0.0425,0.039,0.0785,-0.119,0.03,0.082,-0.088
3.396,-0.0385,0.0485,0.0875,-0.0055,-0.0625,0.0675,0.0485,0.058,0.038,0.037,0.0795,-0.116,0.0335,0.0835,-0.084
3.397,-0.041,0.063,0.1035,-0.0115,-0.072,0.083,0.05,0.0555,0.0345,0.0375,0.0845,-0.1035,0.039,0.076,-0.0875
3.398,-0.047,0.061,0.108,-0.0075,-0.077,0.084,0.045,0.0455,0.0235,0.028,0.079,-0.104,0.0415,0.079,-0.083
3.399,-0.0355,0.0565,0.0925,-0.0105,-0.064,0.074,0.045,0.04,0.021,0.0265,0.0805,-0.1045,0.041,0.0745,-0.078
3.4,-0.018,0.065,0.083,-0.0235,-0.0505,0.0735,0.038,0.031,0.015,0.024,0.0785,-0.108,0.04,0.08,-0.0685
3.401,-0.004,0.0625,0.0665,-0.03,-0.035,0.064,0.022,0.0135,-0.002,0.009,0.0655,-0.1185,0.0425,0.0945,-0.051
3.402,0.0015,0.07,0.0685,-0.036,-0.033,0.069,0.012,-0.0015,-0.013,-0.0005,0.057,-0.126,0.0425,0.1085,-0.0505
3.403,-0.0225,0.0765,0.099,-0.0275,-0.0605,0.0875,0.0105,-0.006,-0.014,0.0025,0.0605,-0.1235,0.042,0.1165,-0.056
3.404,-0.051,0.0565,0.108,-0.003,-0.0795,0.082,0.0225,0.004,-0.0025,0.014,0.0725,-0.1105,0.043,0.1015,-0.0485
3.405,-0.0575,0.0495,0.107,0.004,-0.082,0.078,0.024,0.0055,-0.002,0.016,0.0725,-0.109,0.043,0.085,-0.041
3.406,-0.055,0.0485,0.1035,0.003,-0.079,0.0755,0.0225,0.004,-0.005,0.017,0.0725,-0.1085,0.044,0.0865,-0.035
3.407,-0.0335,0.0525,0.086,-0.0095,-0.0595,0.0685,0.0205,-0.0005,-0.0075,0.015,0.072,-0.108,0.0445,0.1015,-0.019
3.408,-0.0305,0.048,0.0785,-0.009,-0.0545,0.0625,0.0175,-0.0065,-0.014,0.01,0.071,-0.1085,0.0445,0.1005,-0.0145
3.409,-0.0205,0.055,0.0755,-0.0175,-0.0475,0.0645,0.0185,-0.0075,-0.0145,0.0105,0.0725,-0.105,0.0445,0.0985,-0.016
3.41,-0.0235,0.0615,0.085,-0.0195,-0.054,0.073,0.0205,-0.004,-0.013,0.014,0.077,-0.099,0.044,0.1095,-0.014
3.411,-0.0645,0.055,0.1195,0.0045,-0.0915,0.087,0.0265,-0.001,-0.0115,0.0195,0.0855,-0.09,0.0435,0.111,-0.0255
3.412,-0.057,0.074,0.131,-0.009,-0.0935,0.102,0.036,0.0025,-0.0065,0.025,0.095,-0.082,0.0425,0.1115,-0.0335
3.413,-0.0465,0.0705,0.117,-0.0125,-0.0815,0.0935,0.028,-0.004,-0.0135,0.0185,0.091,-0.086,0.044,0.1165,-0.029
3.414,-0.059,0.0695,0.128,-0.0055,-0.093,0.0985,0.0245,-0.011,-0.019,0.014,0.088,-0.087,0.044,0.119,-0.0255
3.415,-0.062,0.071,0.133,-0.0045,-0.0975,0.1015,0.0315,-0.0035,-0.0125,0.022,0.097,-0.078,0.041,0.116,-0.0325
3.416,-0.0445,0.066,0.1105,-0.011,-0.077,0.088,0.029,-0.003,-0.01,0.025,0.1005,-0.076,0.0425,0.1105,-0.035
3.417,-0.0055,0.0775,0.083,-0.036,-0.044,0.0795,0.019,-0.0125,-0.0175,0.0175,0.0945,-0.082,0.045,0.114,-0.036
3.418,0.008,0.0635,0.056,-0.036,-0.024,0.059,-0.0025,-0.0335,-0.037,-0.002,0.0735,-0.1005,0.044,0.1175,-0.0405
3.419,-0.0085,0.0545,0.063,-0.0235,-0.0355,0.0585,-0.011,-0.0425,-0.045,-0.0075,0.0685,-0.1045,0.043,0.1135,-0.045
3.42,-0.0275,0.062,0.0895,-0.0175,-0.058,0.0755,-0.0145,-0.0425,-0.0455,-0.0075,0.0705,-0.1035,0.0415,0.118,-0.0455
3.421,-0.0375,0.0735,0.111,-0.0185,-0.074,0.092,-0.0105,-0.041,-0.0425,-0.005,0.074,-0.0995,0.04,0.1205,-0.039
3.422,-0.036,0.0905,0.1265,-0.0275,-0.081,0.108,0.0,-0.0355,-0.036,0.004,0.084,-0.0875,0.042,0.123,-0.0425
3.423,-0.04,0.078,0.1185,-0.0195,-0.079,0.098,-0.0005,-0.039,-0.0365,0.004,0.0845,-0.0865,0.0415,0.121,-0.045
3.424,-0.0365,0.072,0.1085,-0.018,-0.0725,0.09,-0.0065,-0.043,-0.0405,0.0015,0.0825,-0.088,0.0445,0.117,-0.038
3.425,-0.032,0.079,0.1115,-0.024,-0.0715,0.095,-0.014,-0.0495,-0.046,-0.002,0.0785,-0.09,0.049,0.125,-0.031
3.426,-0.0305,0.073,0.1035,-0.0215,-0.0665,0.0875,-0.008,-0.0455,-0.0415,0.003,0.0835,-0.0835,0.05,0.1235,-0.021
3.427,-0.0125,0.0845,0.097,-0.0365,-0.0545,0.09,-0.002,-0.0395,-0.0355,0.009,0.0895,-0.0765,0.0505,0.123,-0.0165
3.428,-0.0105,0.091,0.1015,-0.0405,-0.0555,0.096,-0.0005,-0.0375,-0.0335,0.011,0.092,-0.0745,0.0515,0.134,-0.018
3.429,-0.028,0.08,0.108,-0.0265,-0.0675,0.0935,0.002,-0.0355,-0.033,0.0125,0.092,-0.072,0.053,0.138,-0.022
3.43,-0.0525,0.076,0.128,-0.012,-0.09,0.1015,0.006,-0.0315,-0.029,0.0185,0.0975,-0.0655,0.0545,0.1325,-0.024
3.431,-0.069,0.083,0.152,-0.0075,-0.1105,0.117,0.013,-0.0245,-0.0235,0.0265,0.106,-0.058,0.055,0.131,-0.0205
3.432,-0.0505,0.086,0.1365,-0.018,-0.0935,0.111,0.0115,-0.0295,-0.0265,0.0235,0.1035,-0.0605,0.054,0.1335,-0.026
3.433,-0.0305,0.0875,0.1185,-0.029,-0.0745,0.1025,0.0015,-0.0385,-0.0355,0.0155,0.0995,-0.067,0.054,0.1395,-0.023
3.434,-0.03,0.0945,0.125,-0.0325,-0.0775,0.109,-0.0095,-0.048,-0.0445,0.005,0.088,-0.076,0.053,0.1435,-0.024
3.435,-0.0285,0.088,0.1165,-0.03,-0.072,0.1015,-0.0085,-0.0495,-0.0445,0.0035,0.0875,-0.0775,0.052,0.142,-0.0365
3.436,-0.0195,0.077,0.0965,-0.029,-0.058,0.086,-0.0055,-0.046,-0.043,0.0075,0.092,-0.075,0.052,0.1345,-0.0365
3.437,-0.01,0.0825,0.0925,-0.0365,-0.051,0.087,-0.006,-0.046,-0.0425,0.009,0.092,-0.075,0.055,0.1205,-0.0365
3.438,-0.0115,0.1035,0.115,-0.0465,-0.063,0.109,-0.004,-0.042,-0.0385,0.013,0.0985,-0.0725,0.0545,0.121,-0.0445
3.439,-0.043,0.087,0.13,-0.022,-0.0865,0.108,-0.0085,-0.0475,-0.043,0.0095,0.0945,-0.0785,0.0495,0.1235,-0.053
3.44,-0.0685,0.064,0.1325,0.002,-0.1005,0.0975,-0.0135,-0.0525,-0.048,0.0045,0.09,-0.0835,0.0475,0.1215,-0.0445
3.441,-0.0715,0.0605,0.132,0.0055,-0.1015,0.0955,-0.016,-0.055,-0.0495,0.004,0.088,-0.085,0.0505,0.121,-0.042
3.442,-0.0475,0.0825,0.13,-0.018,-0.0885,0.106,-0.0175,-0.056,-0.0495,0.006,0.0885,-0.084,0.0525,0.129,-0.0455
3.443,-0.015,0.1125,0.1275,-0.0485,-0.071,0.1195,-0.015,-0.0535,-0.0485,0.008,0.0925,-0.0805,0.053,0.1395,-0.041
3.444,-0.0285,0.095,0.124,-0.0335,-0.076,0.109,-0.021,-0.059,-0.0545,0.0035,0.087,-0.0855,0.0555,0.1325,-0.0475
3.445,-0.0385,0.0905,0.129,-0.026,-0.0835,0.109,-0.019,-0.0585,-0.0545,0.004,0.088,-0.0845,0.0535,0.124,-0.0585
3.446,-0.043,0.0785,0.1215,-0.018,-0.082,0.0995,-0.0165,-0.0575,-0.055,0.0045,0.0905,-0.0815,0.053,0.1215,-0.06
3.447,-0.0355,0.0895,0.1245,-0.0275,-0.0795,0.1065,-0.0095,-0.0515,-0.0495,0.0125,0.0985,-0.0735,0.055,0.1245,-0.054
3.448,-0.026,0.1105,0.136,-0.0425,-0.081,0.123,-0.006,-0.0465,-0.0455,0.018,0.1045,-0.068,0.056,0.127,-0.0545
3.449,-0.0475,0.094,0.142,-0.0235,-0.0945,0.1175,-0.0105,-0.048,-0.0495,0.0165,0.1025,-0.069,0.057,0.12,-0.0505
3.45,-0.052,0.0985,0.1505,-0.0235,-0.101,0.124,0.0,-0.042,-0.0425,0.0245,0.1095,-0.0605,0.058,0.1245,-0.04
3.451,-0.061,0.0975,0.1585,-0.0185,-0.1095,0.1275,-0.0015,-0.0405,-0.041,0.026,0.11,-0.059,0.059,0.132,-0.042
3.452,-0.0595,0.1,0.1595,-0.0205,-0.1095,0.1295,-0.013,-0.049,-0.0495,0.0185,0.102,-0.068,0.058,0.1375,-0.0345
3.453,-0.0575,0.11,0.167,-0.0265,-0.112,0.138,-0.008,-0.0475,-0.0475,0.02,0.103,-0.066,0.058,0.1415,-0.0265
3.454,-0.0855,0.107,0.1925,-0.011,-0.1385,0.149,0.001,-0.036,-0.0385,0.0305,0.1125,-0.056,0.059,0.1415,-0.024
3.455,-0.048,0.1,0.148,-0.026,-0.098,0.1235,-0.016,-0.053,-0.053,0.0175,0.0995,-0.0695,0.06,0.1445,-0.015
3.456,-0.0205,0.089,0.1095,-0.0345,-0.065,0.099,-0.0255,-0.061,-0.059,0.0105,0.0945,-0.0755,0.059,0.1415,-0.0145
3.457,-0.0345,0.071,0.1055,-0.0185,-0.0695,0.088,-0.0195,-0.0545,-0.0515,0.017,0.101,-0.0695,0.059,0.1335,-0.0155
3.458,-0.025,0.07,0.0945,-0.023,-0.0595,0.0815,-0.0285,-0.064,-0.0595,0.007,0.0915,-0.0775,0.0585,0.1335,-0.0165
3.459,-0.016,0.0855,0.1015,-0.035,-0.0585,0.093,-0.032,-0.0685,-0.065,0.0025,0.086,-0.082,0.059,0.142,-0.02
3.46,-0.019,0.091,0.11,-0.036,-0.064,0.1,-0.029,-0.0675,-0.0655,0.001,0.086,-0.081,0.0605,0.143,-0.0155
3.461,-0.033,0.0945,0.1275,-0.031,-0.08,0.1105,-0.0255,-0.064,-0.0655,0.0015,0.0885,-0.0785,0.06,0.1345,-0.016
3.462,-0.0495,0.095,0.1445,-0.023,-0.097,0.1195,-0.017,-0.0555,-0.059,0.0095,0.096,-0.07,0.0585,0.13,-0.022
3.463,-0.0935,0.0935,0.1875,-0.0005,-0.14,0.14,0.0055,-0.0345,-0.036,0.033,0.121,-0.0455,0.058,0.131,-0.0285
3.464,-0.111,0.0965,0.2075,0.007,-0.159,0.1515,0.0165,-0.024,-0.025,0.0475,0.134,-0.0335,0.0605,0.13,-0.028
3.465,-0.1085,0.105,0.214,0.0015,-0.161,0.159,0.0075,-0.0315,-0.032,0.0415,0.1265,-0.037,0.062,0.1385,-0.0195
3.466,-0.07,0.1065,0.1765,-0.0185,-0.123,0.141,-0.0095,-0.0465,-0.0485,0.0295,0.1155,-0.0505,0.0625,0.1415,-0.0275
3.467,-0.0035,0.105,0.1085,-0.051,-0.056,0.106,-0.0305,-0.068,-0.071,0.009,0.094,-0.0725,0.0625,0.139,-0.033
3.468,0.007,0.1045,0.0975,-0.0555,-0.045,0.1005,-0.038,-0.0785,-0.0815,-0.001,0.084,-0.0815,0.0615,0.1375,-0.031
3.469,-0.0055,0.093,0.0985,-0.044,-0.052,0.0955,-0.034,-0.075,-0.0795,0.0015,0.089,-0.0755,0.0645,0.131,-0.034
3.47,-0.024,0.0885,0.1125,-0.0325,-0.068,0.1,-0.0245,-0.066,-0.069,0.0115,0.0995,-0.0645,0.063,0.126,-0.04
3.471,-0.025,0.093,0.118,-0.034,-0.071,0.105,-0.0185,-0.061,-0.064,0.019,0.1065,-0.0575,0.0645,0.1205,-0.0395
3.472,-0.0185,0.094,0.1125,-0.038,-0.065,0.1025,-0.018,-0.06,-0.061,0.0205,0.1075,-0.0565,0.0655,0.119,-0.026
3.473,-0.011,0.102,0.1125,-0.0455,-0.0615,0.107,-0.023,-0.063,-0.0625,0.0175,0.1045,-0.0605,0.062,0.1315,-0.0155
3.474,-0.016,0.106,0.122,-0.045,-0.069,0.1135,-0.0255,-0.065,-0.0665,0.014,0.101,-0.061,0.064,0.1315,-0.023
3.475,-0.0335,0.087,0.1205,-0.027,-0.077,0.1035,-0.0245,-0.066,-0.067,0.0125,0.1015,-0.0625,0.062,0.1195,-0.0375
3.476,-0.043,0.0615,0.1045,-0.0095,-0.0735,0.0825,-0.0225,-0.0635,-0.065,0.0155,0.103,-0.0605,0.063,0.1185,-0.0305
3.477,-0.052,0.058,0.11,-0.0035,-0.081,0.0835,-0.0195,-0.0615,-0.06,0.017,0.1055,-0.0565,0.0615,0.1125,-0.029
3.478,-0.026,0.0755,0.1015,-0.025,-0.0635,0.088,-0.0235,-0.067,-0.0645,0.011,0.101,-0.0605,0.0615,0.1195,-0.031
3.479,-0.0155,0.088,0.104,-0.0365,-0.0595,0.095,-0.035,-0.078,-0.078,0.0,0.0895,-0.0695,0.0655,0.1375,-0.0225
3.48,-0.0285,0.097,0.125,-0.0345,-0.0765,0.1105,-0.04,-0.0865,-0.084,-0.006,0.086,-0.076,0.063,0.1495,-0.0205
3.481,-0.0455,0.094,0.14,-0.0245,-0.0925,0.1165,-0.0315,-0.078,-0.075,0.0035,0.094,-0.066,0.063,0.1485,-0.0145
3.482,-0.054,0.089,0.143,-0.0175,-0.0985,0.1155,-0.0315,-0.075,-0.0745,0.0045,0.0955,-0.065,0.0625,0.144,-0.0135
3.483,-0.05,0.0875,0.137,-0.019,-0.093,0.1115,-0.034,-0.0785,-0.078,0.0015,0.0945,-0.068,0.061,0.1385,-0.025
3.484,-0.0405,0.1045,0.145,-0.0325,-0.0925,0.1245,-0.0365,-0.082,-0.0795,-0.001,0.094,-0.0655,0.062,0.1455,-0.024
3.485,-0.017,0.121,0.1375,-0.0525,-0.077,0.1285,-0.042,-0.087,-0.0835,-0.005,0.09,-0.07,0.064,0.1505,-0.014
3.486,-0.018,0.112,0.13,-0.047,-0.074,0.12,-0.0395,-0.0855,-0.082,-0.0015,0.0945,-0.066,0.0655,0.1435,-0.013
3.487,-0.021,0.108,0.129,-0.0435,-0.075,0.118,-0.0355,-0.082,-0.078,0.004,0.1,-0.059,0.0675,0.1415,-0.0095
3.488,-0.0225,0.1045,0.1265,-0.0415,-0.074,0.115,-0.031,-0.0785,-0.0755,0.008,0.102,-0.0565,0.0675,0.144,-0.0045
3.489,-0.0205,0.106,0.1265,-0.043,-0.073,0.1155,-0.0305,-0.0785,-0.077,0.0095,0.103,-0.056,0.068,0.1495,-0.0005
3.49,-0.02,0.11,0.13,-0.045,-0.0745,0.1195,-0.0265,-0.076,-0.073,0.012,0.1055,-0.0515,0.0685,0.1465,0.002
3.491,-0.0395,0.11,0.1495,-0.0355,-0.0945,0.1295,-0.0275,-0.0785,-0.0725,0.01,0.105,-0.0485,0.0705,0.15,-0.001
3.492,-0.0455,0.099,0.145,-0.027,-0.095,0.1215,-0.031,-0.086,-0.078,0.0065,0.1015,-0.0525,0.0715,0.157,-0.0045
3.493,-0.0325,0.0915,0.124,-0.03,-0.078,0.107,-0.037,-0.091,-0.083,0.0025,0.097,-0.056,0.069,0.1585,0.006
3.494,-0.0135,0.0875,0.1015,-0.037,-0.0575,0.094,-0.039,-0.0885,-0.083,0.001,0.097,-0.0545,0.0705,0.1515,0.01
